0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,label
-360.80706787109375,79.39120483398438,-39.54738998413086,-11.26704216003418,-16.465927124023438,8.815550804138184,-2.3582637310028076,-0.04085693508386612,3.657007932662964,1.229524850845337,0.9634110927581787,7.582231521606445,6.689589023590088,1.3123986721038818,2.2737512588500977,3.057842493057251,5.73048734664917,-0.8881725072860718,-0.5334324240684509,3.715272903442383,0.4461248517036438,0.44212231040000916,0.5067391395568848,0.4000464379787445,0.24177230894565582,0.21905303001403809,0.298263818025589,0.24965067207813263,0.23355673253536224,0.26380518078804016,0.3101596236228943,0.390463262796402,0.2837572180706522,3093.572126614338,alarm
-321.7567443847656,58.804534912109375,-22.370145797729492,-15.044885635375977,-10.415247917175293,3.895249605178833,-0.9073776602745056,1.841883659362793,-10.713587760925293,8.09439468383789,-3.676243305206299,5.799252986907959,-7.467242240905762,2.7263834476470947,-8.04255199432373,-0.08264217525720596,-7.296776294708252,2.5039663314819336,-5.965597152709961,4.099543571472168,0.47253820300102234,0.5521920323371887,0.4842683970928192,0.47421693801879883,0.5499191880226135,0.5376700162887573,0.48677194118499756,0.42365825176239014,0.41672444343566895,0.4738912284374237,0.46118059754371643,0.4421875476837158,0.20494210379464287,3255.152731891423,alarm
-360.4737854003906,78.20054626464844,-71.46961975097656,11.690394401550293,-20.099512100219727,-0.33982977271080017,20.55597496032715,3.1888465881347656,13.470559120178223,-2.4651987552642822,0.595051109790802,7.714302062988281,5.128931999206543,7.9688591957092285,4.52874755859375,7.331660270690918,4.97089958190918,0.585900068283081,5.3688554763793945,8.06387996673584,0.6534404158592224,0.6179680824279785,0.4994291663169861,0.4396224617958069,0.4437766373157501,0.43870094418525696,0.43139684200286865,0.4357699453830719,0.4478466510772705,0.4557134211063385,0.5000700354576111,0.559057354927063,0.052698013630319146,1643.4500762313132,alarm
-439.0545349121094,55.659793853759766,19.483787536621094,21.246126174926758,6.621643543243408,20.027172088623047,8.706844329833984,11.71642780303955,2.7613468170166016,11.301117897033691,1.5043755769729614,10.878206253051758,-1.1323869228363037,7.525869369506836,-0.49017128348350525,7.3163228034973145,-2.0324387550354004,6.433417320251465,-4.735932350158691,4.258945465087891,0.5625078678131104,0.6000223755836487,0.7681506276130676,0.8916356563568115,0.6990839242935181,0.5779295563697815,0.4851161539554596,0.3869563043117523,0.38210636377334595,0.4248688519001007,0.466755211353302,0.5569708347320557,0.09578450520833333,3123.520926416296,alarm
-326.58843994140625,103.2403564453125,10.496190071105957,5.258340835571289,-1.822549819946289,18.17276382446289,-6.657099723815918,7.691687107086182,-16.048709869384766,2.5061135292053223,-16.88572120666504,3.195782423019409,-4.7066192626953125,-2.1949524879455566,-0.12607327103614807,4.722618579864502,1.1539976596832275,-2.997324228286743,-6.158417701721191,1.4288897514343262,0.4973042607307434,0.5108621120452881,0.6109084486961365,0.6452590227127075,0.6002099514007568,0.5895631909370422,0.6548420786857605,0.6897417306900024,0.5685390830039978,0.5513598918914795,0.5286272764205933,0.46144184470176697,0.0882568359375,2345.8876413259745,alarm
-428.5538024902344,85.42831420898438,15.89863109588623,-8.91265869140625,2.6638975143432617,3.9540793895721436,13.269490242004395,8.42868423461914,-8.11662483215332,23.279422760009766,-16.450443267822266,13.982841491699219,-9.09953784942627,8.791414260864258,-8.839666366577148,2.64089035987854,-3.469712495803833,9.503231048583984,-8.673490524291992,9.090923309326172,0.5226213335990906,0.549745500087738,0.5190209150314331,0.601806640625,0.6255414485931396,0.6483651399612427,0.6425736546516418,0.5380620360374451,0.5273871421813965,0.5650677680969238,0.5801602602005005,0.5680901408195496,0.15780029296875,3234.564842976252,alarm
-525.6027221679688,152.65643310546875,23.213064193725586,33.02272033691406,-6.427431583404541,26.304840087890625,2.9929492473602295,15.575282096862793,-2.34138560295105,11.318150520324707,-8.5274658203125,3.152381658554077,-5.3355889320373535,2.2553577423095703,0.3388826549053192,-6.484472751617432,-5.255288600921631,-4.043313980102539,-0.6683863997459412,-1.4633792638778687,0.7745526432991028,0.4977305233478546,0.37241125106811523,0.35343965888023376,0.5194166302680969,0.7313631176948547,0.4705388844013214,0.25004294514656067,0.173106387257576,0.14593222737312317,0.17289172112941742,0.44257891178131104,0.030680338541666668,1048.7083380058266,alarm
-366.6581726074219,156.07421875,3.590256929397583,10.110638618469238,-4.93126916885376,18.132152557373047,12.084405899047852,8.973881721496582,9.6702299118042,1.0592472553253174,5.8329315185546875,-0.47342249751091003,3.281667709350586,1.2160348892211914,3.2172036170959473,1.8255163431167603,0.3096854090690613,1.7934683561325073,-3.4955811500549316,2.339012384414673,0.7588534951210022,0.6711721420288086,0.6221616864204407,0.5871649980545044,0.5136210322380066,0.4685038924217224,0.4548284709453583,0.48167482018470764,0.5070490837097168,0.543455958366394,0.615157961845398,0.7328717112541199,0.038127331114054655,1060.565307362332,food_call
-355.9570617675781,150.45379638671875,5.67788028717041,5.428985595703125,-7.4576640129089355,10.538735389709473,14.455172538757324,9.314193725585938,6.55034875869751,2.3054683208465576,4.655613899230957,-0.02205595374107361,3.7034809589385986,0.49254152178764343,0.24586868286132812,-0.028902173042297363,-1.4575303792953491,0.05204308032989502,-2.986070394515991,-0.898914098739624,0.5969459414482117,0.5604982376098633,0.525032639503479,0.4936743378639221,0.45359742641448975,0.44798457622528076,0.47777464985847473,0.5337096452713013,0.5669385194778442,0.6397168040275574,0.6901508569717407,0.6551971435546875,0.04277969077274087,1100.4065413483975,food_call
-373.7039794921875,144.2830047607422,13.0767183303833,17.32392692565918,3.476787567138672,17.63390350341797,13.601190567016602,10.029026985168457,6.49488639831543,3.7383317947387695,6.640059947967529,-2.1592118740081787,2.228145122528076,-0.4331986904144287,0.09941255301237106,0.7407358288764954,-1.3194999694824219,-0.7537887692451477,-3.067596197128296,0.26158425211906433,0.4454430937767029,0.40923812985420227,0.42984476685523987,0.4864968955516815,0.5639165043830872,0.5813031196594238,0.5665394067764282,0.6310842633247375,0.5790978670120239,0.4969470798969269,0.4703403413295746,0.47529229521751404,0.029863486482049038,1014.5343233359349,food_call
